Title(BHK),location,Carpet Area(sqft),Floor No.,Total Floors,Transaction,Furnishing,facing,overlooking,Bathroom,Balcony,Parking Spaces,Parking Type
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
3,jaipur,980,0,5,New Property,Unfurnished,East,Main Road,2,2,1,Open
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
3,gurgaon,1600,6,18,Resale,Semi-Furnished,North,"Garden/Park, Pool",2,5,1,Covered
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
4,gurgaon,1870,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,Covered
3,bangalore,1210,11,23,New Property,Unfurnished,East,"Garden/Park, Main Road",3,2,1,Covered
3,hyderabad,1323,1,10,New Property,Unfurnished,East,"Garden/Park, Main Road",3,1,2,"Covered,"
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
2,bangalore,1000,7,32,Resale,Unfurnished,East,Garden/Park,2,1,1,Covered
2,chennai,922,2,3,New Property,Unfurnished,East,Main Road,2,1,1,Covered
3,zirakpur,1600,13,13,New Property,Semi-Furnished,North,Main Road,3,2,1,Covered
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
2,bangalore,1000,7,32,Resale,Unfurnished,East,Garden/Park,2,1,1,Covered
3,kolkata,1700,11,12,Resale,Semi-Furnished,South,Main Road,3,1,1,Covered
2,faridabad,825,12,14,Resale,Semi-Furnished,East,Garden/Park,2,3,1,Open
3,faridabad,850,3,15,Resale,Unfurnished,North - East,"Pool, Main Road",2,3,2,Covered
2,gurgaon,1100,10,32,Resale,Semi-Furnished,North - East,"Garden/Park, Pool",2,3,1,Covered
3,kolkata,834,12,18,New Property,Unfurnished,South,Garden/Park,2,1,1,Covered
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
2,faridabad,700,1,4,New Property,Semi-Furnished,East,Main Road,2,2,1,Covered
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
2,ahmedabad,713,11,17,Resale,Furnished,North - West,"Garden/Park, Pool, Main Road",2,1,1,Covered
2,jaipur,850,2,3,Resale,Semi-Furnished,North,Garden/Park,2,1,1,Covered
2,bangalore,1200,1,4,Resale,Semi-Furnished,North - East,Main Road,2,2,1,Covered
4,greater-noida,2600,2,4,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",4,3,1,Covered
2,pune,730,3,6,New Property,Unfurnished,East,Main Road,2,2,1,Covered
3,hyderabad,1700,4,5,Resale,Semi-Furnished,North,Garden/Park,3,2,1,Covered
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,gurgaon,2500,8,16,Resale,Unfurnished,North - East,"Garden/Park, Pool, Main Road",3,3,2,Covered
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
3,vadodara,1830,1,5,Resale,Furnished,East,"Garden/Park, Main Road",4,3,1,Covered
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
3,surat,1135,13,13,New Property,Unfurnished,East,Main Road,3,1,1,Covered
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
4,panchkula,2800,0,2,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",5,5,1,Open
3,agra,1480,3,14,Resale,Unfurnished,East,Main Road,4,3,1,Covered
3,chennai,990,1,3,New Property,Unfurnished,North,Main Road,3,2,1,Covered
3,hyderabad,1830,16,26,New Property,Unfurnished,East,"Main Road, Garden/Park",3,1,2,Covered
3,ghaziabad,1300,1,4,Resale,Semi-Furnished,East,Main Road,2,2,1,"Covered,"
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,jaipur,862,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
4,faridabad,2400,3,4,New Property,Semi-Furnished,East,Main Road,4,3,3,"Covered,"
3,greater-noida,895,6,29,Resale,Furnished,North - East,"Garden/Park, Pool, Main Road",2,3,1,Covered
3,faridabad,1850,1,4,New Property,Semi-Furnished,East,Main Road,3,2,2,Covered
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
2,faridabad,1200,15,16,Resale,Semi-Furnished,East,Main Road,2,3,1,Open
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
3,gurgaon,1296,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,2,Covered
3,jaipur,862,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
2,hyderabad,1080,8,9,Resale,Unfurnished,West,Garden/Park,2,2,1,Covered
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,hyderabad,233,2,5,New Property,Unfurnished,West,Main Road,2,2,1,Covered
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
3,gurgaon,1300,5,13,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,chennai,1450,4,4,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
3,mohali,1500,1,3,Resale,Semi-Furnished,South -West,Main Road,3,2,1,Open
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
3,greater-noida,1380,6,19,Resale,Furnished,North - East,"Garden/Park, Pool, Main Road",3,3,1,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,hyderabad,1323,1,10,New Property,Unfurnished,East,"Garden/Park, Main Road",3,1,2,"Covered,"
3,hyderabad,1995,3,12,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",3,2,1,Covered
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
3,greater-noida,1028,15,22,Resale,Unfurnished,North - East,"Garden/Park, Pool, Main Road",3,3,1,Covered
3,bangalore,1500,8,24,Resale,Unfurnished,West,Garden/Park,3,1,1,Covered
3,gurgaon,1300,5,13,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
4,hyderabad,3600,3,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
2,vadodara,700,4,5,Resale,Furnished,North,Main Road,2,2,3,Open
2,thrissur,1300,2,10,Resale,Furnished,East,Main Road,2,1,1,Covered
2,greater-noida,1200,1,4,New Property,Semi-Furnished,North - West,Main Road,2,1,1,Covered
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
3,zirakpur,975,5,8,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,2,1,Covered
3,chandigarh,1100,1,4,New Property,Semi-Furnished,East,Garden/Park,3,3,1,Covered
3,ahmedabad,1130,7,10,Resale,Furnished,East,Main Road,3,2,1,Open
4,new-delhi,1800,1,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
3,jaipur,980,0,5,New Property,Unfurnished,East,Main Road,2,2,1,Open
3,faridabad,1450,5,17,Resale,Unfurnished,East,"Garden/Park, Main Road",3,3,1,Covered
2,zirakpur,810,5,10,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,1,"Covered,"
2,ghaziabad,810,1,4,Resale,Unfurnished,East,Main Road,2,2,1,Covered
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
3,greater-noida,1250,23,25,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",3,4,1,"Covered,"
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
2,pune,860,1,11,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,1,Covered
4,hyderabad,2800,15,20,New Property,Unfurnished,East,"Garden/Park, Main Road",4,2,2,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
2,chennai,800,2,3,New Property,Unfurnished,North,Main Road,2,1,1,Covered
2,bhiwadi,1150,5,10,Resale,Unfurnished,North,Garden/Park,2,3,1,Covered
5,chennai,2800,14,19,Resale,Semi-Furnished,East,Main Road,5,2,2,Covered
2,mumbai,982,25,34,Resale,Unfurnished,East,Main Road,2,2,1,Covered
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
3,faridabad,1020,1,4,Resale,Semi-Furnished,East,Garden/Park,2,2,1,Covered
2,faridabad,506,5,14,Resale,Unfurnished,North - East,"Garden/Park, Main Road",2,2,1,"Covered,"
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
2,coimbatore,1157,2,4,Resale,Unfurnished,East,"Pool, Garden/Park",2,1,1,Covered
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
3,gurgaon,1300,5,13,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
3,greater-noida,1270,10,25,Resale,Unfurnished,North - East,Main Road,2,3,1,Covered
2,thane,650,5,6,Resale,Unfurnished,South,Main Road,2,3,1,Covered
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
2,hyderabad,233,2,5,New Property,Unfurnished,West,Main Road,2,2,1,Covered
3,mohali,1050,2,3,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,1,"Covered,"
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
3,jaipur,1250,2,2,Resale,Unfurnished,West,Main Road,3,2,2,"Covered,"
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
2,faridabad,1018,4,17,Resale,Semi-Furnished,East,Main Road,2,2,1,Covered
2,hyderabad,233,2,5,New Property,Unfurnished,West,Main Road,2,2,1,Covered
3,lucknow,991,11,11,New Property,Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
4,hyderabad,3600,2,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
2,bangalore,1000,7,32,Resale,Unfurnished,East,Garden/Park,2,1,1,Covered
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
3,chennai,1068,3,5,New Property,Unfurnished,North,Garden/Park,3,1,1,Covered
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
3,jaipur,862,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
3,gurgaon,1296,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,2,Covered
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
2,greater-noida,1100,15,25,Resale,Semi-Furnished,North - East,Garden/Park,2,2,1,Covered
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
2,mumbai,752,12,14,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,0,1,Open
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
3,ahmedabad,1060,2,9,Resale,Furnished,East,Main Road,3,1,1,Covered
3,vadodara,1042,5,10,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",3,1,1,Covered
3,patna,1575,4,6,Resale,Unfurnished,West,"Garden/Park, Main Road",3,1,2,Covered
3,gurgaon,1296,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,2,Covered
4,hyderabad,3600,2,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
3,new-delhi,1300,5,7,Resale,Semi-Furnished,East,Garden/Park,2,2,1,"Covered,"
2,allahabad,810,3,7,Resale,Semi-Furnished,North,"Garden/Park, Main Road",2,4,1,Open
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
2,mumbai,609,5,9,New Property,Semi-Furnished,East,"Garden/Park, Main Road",2,0,1,Covered
3,gurgaon,1050,10,26,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,3,1,Covered
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
4,greater-noida,2809,9,12,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,4,1,Covered
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,jaipur,1000,0,5,New Property,Semi-Furnished,East,Main Road,2,2,1,Covered
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,greater-noida,761,12,24,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",2,4,1,Covered
4,faridabad,2400,3,12,Resale,Unfurnished,North - East,"Garden/Park, Pool, Main Road",5,2,1,"Covered,"
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,hyderabad,3600,3,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
3,faridabad,1365,2,15,Resale,Unfurnished,East,Main Road,3,3,1,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,ahmedabad,2623,7,13,New Property,Unfurnished,East,"Main Road, Garden/Park, Pool",4,1,2,Covered
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,kolkata,1249,12,20,Resale,Unfurnished,South,"Garden/Park, Main Road",4,2,2,Covered
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
2,ahmedabad,875,2,10,Resale,Furnished,East,Main Road,2,2,1,Open
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,noida,2511,10,26,Resale,Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,1,Covered
3,gurgaon,1320,9,24,Resale,Semi-Furnished,East,"Garden/Park, Main Road",3,3,1,Covered
2,pune,750,5,11,Resale,Unfurnished,East,"Pool, Garden/Park, Main Road",2,1,1,Covered
3,noida,1550,3,10,Resale,Unfurnished,North - East,"Pool, Main Road",3,3,1,Covered
3,pune,1400,9,14,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",3,1,1,Covered
4,hyderabad,3600,3,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
3,hyderabad,1830,16,26,New Property,Unfurnished,East,"Main Road, Garden/Park",3,1,2,Covered
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,siliguri,675,4,4,Resale,Unfurnished,North - East,"Garden/Park, Main Road",2,1,1,Covered
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,hyderabad,2600,6,7,Resale,Furnished,East,Garden/Park,3,3,2,Covered
3,zirakpur,1400,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,1,Covered
5,chennai,2800,14,19,Resale,Semi-Furnished,East,Main Road,5,2,2,Covered
3,rajahmundry,1300,2,3,Resale,Unfurnished,East,Main Road,2,3,1,Covered
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,bhiwadi,1240,5,12,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,1,Covered
3,jaipur,1000,1,4,New Property,Semi-Furnished,East,Main Road,3,1,1,Covered
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
3,faridabad,1365,0,15,Resale,Semi-Furnished,East,Main Road,3,3,1,"Covered,"
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
2,kalyan,438,11,21,Resale,Unfurnished,North - East,"Garden/Park, Main Road",2,3,1,Open
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
3,gurgaon,1296,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,2,2,Covered
2,jaipur,850,2,3,Resale,Semi-Furnished,North,Garden/Park,2,1,1,Covered
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
3,zirakpur,950,2,3,New Property,Semi-Furnished,North - East,Garden/Park,3,2,1,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,zirakpur,1750,2,4,New Property,Semi-Furnished,North,Main Road,3,2,1,Covered
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
4,gurgaon,2800,2,4,New Property,Semi-Furnished,South - East,Main Road,5,2,3,Covered
3,chennai,1831,18,19,Resale,Unfurnished,North,"Pool, Main Road",3,3,1,Open
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,jaipur,1058,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,gurgaon,2400,5,11,Resale,Semi-Furnished,North - East,Garden/Park,3,4,1,Covered
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,faridabad,825,3,3,Resale,Unfurnished,South - East,Garden/Park,2,2,2,Open
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
4,gurgaon,1950,10,19,Resale,Semi-Furnished,North - East,"Pool, Garden/Park",5,3,2,Covered
3,chennai,1831,18,19,Resale,Unfurnished,North,"Pool, Main Road",3,3,1,Open
4,lucknow,2200,4,11,New Property,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,Open
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
3,faridabad,1150,10,13,Resale,Semi-Furnished,North,Main Road,2,3,1,Open
3,chennai,1831,18,19,Resale,Unfurnished,North,"Pool, Main Road",3,3,1,Open
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,zirakpur,1400,7,15,New Property,Furnished,East,Garden/Park,3,3,1,Open
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
3,hyderabad,2475,18,18,New Property,Unfurnished,East,"Garden/Park, Pool",2,1,1,Covered
2,greater-noida,850,14,28,Resale,Semi-Furnished,North - East,Garden/Park,2,3,1,Covered
2,navi-mumbai,746,4,7,Resale,Unfurnished,East,Main Road,2,4,1,Covered
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
